Uni_ID	Other_Uni_ID	Name	Topology	TM_domain	Subcellular_location	Subcellular_topology	Tag
A7KAX9	I7H0B0;O94820;Q86YL6;Q8IUG4;Q9BWG3	RHG32_HUMAN			Cell junction;Synapse;Postsynaptic density;Cell projection;Dendritic spine;Cytoplasm;Cell cortex;Endosome membrane;Golgi apparatus membrane;Endoplasmic reticulum membrane;Membrane		Cell_surface:Other
Q96QB1	B4DR10;B8PTI0;E9PDZ8;E9PF76;E9PGY9;O14868;O43199;Q7Z5R8;Q86UC6;Q9C0E0;Q9H7A2	RHG07_HUMAN			Cytoplasm;Cell junction;Focal adhesion;Membrane	Peripheral membrane protein	Membrane_protein
Q15669		RHOH_HUMAN			Cytoplasm;Cell membrane	Lipid-anchor	Cell_surface:Other
Q9H4E5	Q96KC1	RHOJ_HUMAN			Cell membrane	Lipid-anchor	Cell_surface:Other
P62745	B2R692;P01121;Q5U0H6;Q7RTN5;Q7RTR9;Q9CUV7	RHOB_HUMAN			Late endosome membrane;Cell membrane;Nucleus;Cleavage furrow	Lipid-anchor	Cell_surface:Other
P08134	B3KSW1;Q6ICN3	RHOC_HUMAN			Cell membrane;Cleavage furrow	Lipid-anchor	Cell_surface:Other
P17081	D6W5A6;Q0VGN1;Q52LS8;Q53SJ1;Q6NS39;Q6P146;Q7Z480	RHOQ_HUMAN			Cytoplasm;Cell membrane	Lipid-anchor	Cell_surface:Other
O00212		RHOD_HUMAN			Cell membrane;Early endosome	Lipid-anchor	Cell_surface:Other
P61586	P06749;Q53HM4;Q5U024;Q9UDJ0;Q9UEJ4	RHOA_HUMAN			Cell membrane;Cytoplasm;Cytoskeleton;Cleavage furrow;Cell cortex;Midbody;Cell projection;Lamellipodium;Dendrite	Lipid-anchor	Cell_surface:Other
Q7L0Q8	B1AKN1;Q59FE9;Q8TDQ2	RHOU_HUMAN			Cell membrane;Golgi apparatus membrane;Cell junction;Focal adhesion;Cell projection;Podosome	Lipid-anchor	Cell_surface:Other
Q9HBH0	Q8WVB1;Q9NXH6	RHOF_HUMAN			Cell membrane;Cytoplasm;Cytoskeleton	Lipid-anchor	Cell_surface:Other
Q96L33	Q2KHQ5;Q8TDW6	RHOV_HUMAN			Cell membrane;Endosome membrane	Lipid-anchor	Cell_surface:Other
P84095	P35238;Q8NI04	RHOG_HUMAN			Cell membrane	Lipid-anchor	Cell_surface:Other
Q9NPQ8	Q0P508;Q2T9J1;Q7Z352;Q96EZ1;Q96SZ2;Q9H064;Q9H5H3;Q9H9E7	RIC8A_HUMAN			Cytoplasm;Cell membrane		Cell_surface:Other
Q7Z5B4	B0B1U0;B2RD25;D3DQU5;Q6UX78;Q7Z5B3;Q86T94;Q8TBJ9;Q9HAH8	RIC3_HUMAN	Lumenal:29-95;Cytoplasmic:117-369	96-116	Endoplasmic reticulum membrane;Golgi apparatus membrane	Single-pass membrane protein	Membrane_protein
Q4ADV7	B2RN24;B7ZM67;G5E932;Q4VXJ8;Q4VXJ9;Q76MT5;Q8N6E0;Q8TEH4;Q9H0A5;Q9H9S1	RIC1_HUMAN			Cytoplasm;Cytosol;Membrane		Membrane_protein
Q96NA2	B2RBQ8;Q71RE6;Q9BSL3;Q9BYS3	RILP_HUMAN			Late endosome membrane;Lysosome membrane;Cytoplasmic vesicle;Phagosome membrane		Membrane_protein
O15034	Q96ID2	RIMB2_HUMAN			Cell membrane;Cell junction;Synapse		Cell_surface:Other
Q13671	O15010;Q00427;Q96CC8	RIN1_HUMAN			Cytoplasm;Membrane;Cytoskeleton		Membrane_protein
Q86UR5	A7MBN6;B7Z2M0;B7Z2Q9;B7Z3S3;B7Z6S2;E7EX08;E9PCB7;E9PCZ1;E9PF48;E9PHF5;E9PHR1;O15048;Q5JY21;Q5JY25;Q5SZK1;Q8TDY9;Q8TDZ5;Q9HBA1;Q9HBA2;Q9HBA3;Q9HBA4;Q9HBA5;Q9HBA6	RIMS1_HUMAN			Cell membrane;Cell junction;Synapse;Presynaptic cell membrane	Peripheral membrane protein	Cell_surface:Other
Q6NUQ1	Q75MG9;Q75MH0;Q96IW8;Q9H229;Q9HAD9	RINT1_HUMAN			Cytoplasm;Endoplasmic reticulum membrane	Peripheral membrane protein	Membrane_protein
Q9UQ26	B3KX91;F8WD47;O43413;Q86XL9;Q8IWV9;Q8IWW1	RIMS2_HUMAN			Cell membrane;Cell junction;Synapse;Presynaptic cell membrane	Peripheral membrane protein	Cell_surface:Other
P57078	Q96KH0	RIPK4_HUMAN			Cytoplasm;Membrane	Peripheral membrane protein	Membrane_protein
Q9Y4F9	A6NHP2;Q13529;Q5VV37;Q5VV38;Q9BQ28	RIPR2_HUMAN			Cytoplasm;Cytoskeleton;Cell projection;Filopodium;Stereocilium;Stereocilium membrane;Apical cell membrane		Cell_surface:Other
Q13546	A0AV89;B2RAG1;B4E3F9;Q13180;Q59H33	RIPK1_HUMAN			Cytoplasm;Cell membrane		Cell_surface:Other
Q99578	B2R9L1;O15295;Q8TD69;Q8WVF6;Q92964	RIT2_HUMAN			Nucleus;Cell membrane		Cell_surface:Other
Q92963	B4DQE8;O00646;O00720;Q5VY89;Q5VY90	RIT1_HUMAN			Cell membrane		Cell_surface:Other
P61313	P39030;P41051;Q5U0C0;Q642I1;Q6IPX6;Q8WYP2;Q96C44;Q9H2E5	RL15_HUMAN			Membrane	Lipid-anchor	Membrane_protein
Q9NSD7	Q14DA5	RL3R1_HUMAN	Extracellular:1-81;Cytoplasmic:103-119;Extracellular:141-156;Cytoplasmic:178-215;Extracellular:237-270;Cytoplasmic:292-329;Extracellular:351-356;Cytoplasmic:378-469	82-102;120-140;157-177;216-236;271-291;330-350;357-377	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q8TDU9	B0M0L4;Q3MJB1;Q8NGZ8	RL3R2_HUMAN	Extracellular:1-43;Cytoplasmic:65-78;Extracellular:100-116;Cytoplasmic:138-154;Extracellular:176-209;Cytoplasmic:231-249;Extracellular:271-281;Cytoplasmic:303-374	44-64;79-99;117-137;155-175;210-230;250-270;282-302	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q96DM3	Q9BU17;Q9Y5M0	RMC1_HUMAN			Lysosome membrane;Late endosome membrane		Membrane_protein
Q96LZ7	A9UMZ7;A9UN00;Q4ZG33;Q6UXN4;Q8N657;Q8N9A2;Q8NCV6;Q8NHM0	RMD2_HUMAN		9-28	Membrane;Cytoplasm;Cytoskeleton;Spindle;Spindle pole	Single-pass membrane protein	Membrane_protein
Q9H9V4	Q52LK3	RN122_HUMAN		40-60	Golgi apparatus;Endoplasmic reticulum;Membrane	Single-pass membrane protein	Membrane_protein
Q96TC7	A9UMZ9;B3KRR3;Q6ZWE9;Q96H23;Q96SD6;Q9H6G1;Q9NVQ6	RMD3_HUMAN	Mitochondrial intermembrane:1-12;Cytoplasmic:36-470	13-35	Mitochondrion outer membrane;Cytoplasm;Nucleus;Cytoskeleton;Spindle;Spindle pole	Single-pass membrane protein	Membrane_protein
Q9ULX5	O60633;Q7Z5V9	RN112_HUMAN		547-567;580-600	Membrane;Cytoplasm;Nucleus;Nuclear body;Nucleoplasm;Endosome;Cytoplasmic vesicle;Secretory vesicle;Synaptic vesicle;Cell junction;Synapse;Postsynaptic density;Perikaryon;Cell projection;Neuron projection	Multi-pass membrane protein;Peripheral membrane protein	Membrane_protein
Q8NC42	Q53S14;Q8N5I8;Q8NBY5;Q8WUU3	RN149_HUMAN		201-221	Membrane	Single-pass membrane protein	Membrane_protein
Q96EQ8	Q9NX39	RN125_HUMAN			Golgi apparatus membrane	Lipid-anchor	Membrane_protein
Q96MT1	B7Z903;B7Z949;E7EVI7;Q8IVP7	RN145_HUMAN		53-73;77-97;123-143;146-166;168-188;205-222;225-245;275-295;316-336;340-360;384-404;410-430;460-480;482-502	Endoplasmic reticulum membrane	Multi-pass membrane protein	Membrane_protein
O00237	A6NFV6;B2RAG4;Q53SU6;Q8IVB9	RN103_HUMAN		6-26;326-346;366-386;411-431	Endoplasmic reticulum membrane	Multi-pass membrane protein	Membrane_protein
Q9ULK6	Q3T1D0;Q6ZNW6	RN150_HUMAN	Extracellular:35-208;Cytoplasmic:230-438	209-229	Membrane	Single-pass type I membrane protein	Cell_surface:TM
Q96K19	D3DSY6;E9PIL4;Q7Z483;Q86YC0;Q8IXR7;Q8N2B5;Q8N5G9;Q8NG30;Q9H0V6	RN170_HUMAN	Lumenal:1-24;Cytoplasmic:46-201;Lumenal:223-223;Cytoplasmic:245-258	25-45;202-222;224-244	Endoplasmic reticulum membrane	Multi-pass membrane protein	Membrane_protein
Q9H6Y7	D3DTK8;Q6XYE0;Q8NDC1;Q9Y3V1	RN167_HUMAN		174-194	Endomembrane system	Single-pass membrane protein	Membrane_protein
Q96D59		RN183_HUMAN	Cytoplasmic:1-161;Lumenal:183-192	162-182	Endoplasmic reticulum membrane;Endoplasmic reticulum;Golgi apparatus;Cis-Golgi network membrane;Lysosome membrane	Single-pass type IV membrane protein	Membrane_protein
Q8N4F7	C9JL66;Q8NB61	RN175_HUMAN		51-71;83-103;104-121;149-169;180-200	Membrane	Multi-pass membrane protein	Membrane_protein
Q86T96	Q0JSU3;Q495A8;Q8NBD1	RN180_HUMAN	Cytoplasmic:1-564;Extracellular:586-592	565-585	Endoplasmic reticulum membrane;Nucleus envelope	Single-pass membrane protein	Cell_surface:TM
Q8N8N0	B3KV99;Q52LA4	RN152_HUMAN		167-187	Lysosome membrane	Single-pass membrane protein	Membrane_protein
Q8TEB7	A0PJI4;Q6PH80;Q6ZTJ8;Q96RF3;Q9H5E4	RN128_HUMAN		208-228	Endomembrane system;Cytoplasm;Cytoskeleton;Perinuclear region	Single-pass membrane protein	Membrane_protein
Q96GF1	A8K5C1;A9X3T8;Q8N900	RN185_HUMAN	Cytoplasmic:1-130;Mitochondrial intermembrane:152-171	131-151;172-192	Mitochondrion outer membrane;Endoplasmic reticulum membrane	Multi-pass membrane protein	Membrane_protein
Q8WU17	B3KMD5;O75485;Q7LDL3	RN139_HUMAN		51-71;85-105;125-145;154-174;178-198;293-313;323-343;356-376;390-410;420-440;469-489;495-512	Endoplasmic reticulum membrane	Multi-pass membrane protein	Membrane_protein
Q6ZMZ0	B7ZLB2;E9PAW6;G3XA82;Q0VG77;Q5TH44;Q5TH45;Q6P6A4;Q8N2S8;Q8WUF3	RN19B_HUMAN		354-374;415-435	Cytoplasmic granule membrane;Endoplasmic reticulum membrane	Multi-pass membrane protein	Membrane_protein
Q9H920	B3KSW8;Q6IA57;Q6P449;Q96DB4	RN121_HUMAN		50-70;79-99;100-120;148-168;172-192;306-326	Membrane	Multi-pass membrane protein	Membrane_protein
Q8WVZ7	A4D0W2;Q8N7G7	RN133_HUMAN		190-210	Endoplasmic reticulum membrane	Single-pass membrane protein	Membrane_protein
Q9NXI6	Q53GE0	RN186_HUMAN		158-178;180-200	Endoplasmic reticulum membrane	Multi-pass membrane protein	Membrane_protein
Q8WVD5	A8K149;Q9NZB4	RN141_HUMAN			Membrane	Lipid-anchor	Membrane_protein
Q9Y6U7	A6NEL1	RN215_HUMAN	Cytoplasmic:1-22;Extracellular:44-250;Cytoplasmic:272-377	23-43;251-271	Membrane	Multi-pass membrane protein	Cell_surface:TM
Q8N6D2	B2RDG2;Q8NBG3	RN182_HUMAN		184-204;211-231	Membrane;Cytoplasm	Multi-pass membrane protein	Membrane_protein
Q9NV58	A3KCU9;Q52LG1;Q9H5H9;Q9H8M8;Q9UFG0;Q9UFX6;Q9Y4Y1	RN19A_HUMAN		368-388;424-444	Membrane;Cytoplasm;Cytoskeleton;Microtubule organizing center;Centrosome	Multi-pass membrane protein	Membrane_protein
Q8N7C7	A4D0X4;Q8N308	RN148_HUMAN		185-207	Membrane	Single-pass membrane protein	Membrane_protein
Q8TC41	H7C5V4;Q5TCA4;Q9BX48	RN217_HUMAN		503-523	Membrane;Cytoplasm	Single-pass membrane protein	Membrane_protein
A6NCQ9		RN222_HUMAN		196-216	Membrane	Single-pass membrane protein	Membrane_protein
E7ERA6	B4DKI4	RN223_HUMAN		199-219	Membrane	Single-pass membrane protein	Membrane_protein
M0QZC1		RN225_HUMAN		203-223	Membrane	Single-pass membrane protein	Membrane_protein
Q92730	A8K9P7	RND1_HUMAN			Cell membrane;Cytoplasm;Cytoskeleton	Lipid-anchor	Cell_surface:Other
Q9Y225	D3DVZ2;D3DVZ3;Q9UMH1	RNF24_HUMAN		24-44	Golgi apparatus membrane	Single-pass membrane protein	Membrane_protein
P52198	A8K2D4;O00690;O00734;Q5U0P6;Q99535	RND2_HUMAN			Cytoplasmic vesicle;Secretory vesicle;Acrosome membrane	Lipid-anchor	Membrane_protein
P61587	D3DP95;P52199	RND3_HUMAN			Golgi apparatus membrane	Peripheral membrane protein	Membrane_protein
Q9BY78	Q542Y8	RNF26_HUMAN		24-44;60-80;147-169;183-203;220-240	Endoplasmic reticulum membrane	Multi-pass membrane protein	Membrane_protein
O43567	A6NC87;B3KR12;Q05D66;Q6IBJ9	RNF13_HUMAN	Lumenal:35-182;Cytoplasmic:204-381	183-203	Endoplasmic reticulum membrane;Golgi apparatus membrane;Late endosome membrane;Lysosome membrane;Nucleus inner membrane	Single-pass membrane protein	Membrane_protein
Q99942	A2BFI6;B2R4K3;Q0VDB7;Q9UMQ2	RNF5_HUMAN		118-138;160-180	Cell membrane;Mitochondrion membrane;Endoplasmic reticulum membrane	Multi-pass membrane protein	Cell_surface:Other
Q969K3	B7Z933;Q8NG47;Q9H6W8	RNF34_HUMAN			Cell membrane;Endomembrane system;Nucleus;Nucleus speckle;Cytoplasm;Cytosol	Peripheral membrane protein	Cell_surface:Other
Q68DV7	A8K4R2;B7Z443;B7Z5D5;B7Z5J5;Q65ZA4;Q6AI04;Q9NXD0	RNF43_HUMAN	Extracellular:24-197;Cytoplasmic:219-783	198-218	Cell membrane;Endoplasmic reticulum membrane;Nucleus envelope	Single-pass type I membrane protein	Cell_surface:TM
Q5M7Z0	Q8N7D0;Q96IZ9;Q9Y686	RNFT1_HUMAN		158-178;203-223;233-253;256-276;298-318;323-343	Endoplasmic reticulum membrane	Multi-pass membrane protein	Membrane_protein
Q96EX2	E9PAM7;Q96SU5	RNFT2_HUMAN	Extracellular:1-181;Cytoplasmic:203-214;Extracellular:236-255;Cytoplasmic:277-329;Extracellular:351-444	182-202;215-235;256-276;330-350	Membrane	Multi-pass membrane protein	Cell_surface:TM
Q6P5S7	G3V1Z9;Q502Z2	RNK_HUMAN		52-72;104-124	Endomembrane system;Cytoplasmic vesicle;Clathrin-coated vesicle membrane	Multi-pass membrane protein	Membrane_protein
O00584	B2RDA7;E1P5C3;Q5T8Q0;Q8TCU2;Q9BZ46;Q9BZ47	RNT2_HUMAN			Secreted;Lysosome lumen;Endoplasmic reticulum lumen;Mitochondrion intermembrane space		Membrane_protein
Q9Y6N7	B2RXI1;D3DU36;E9PD49;Q1RMC7;Q7Z300;Q9BUS7	ROBO1_HUMAN	Extracellular:26-897;Cytoplasmic:919-1651	898-918	Cell membrane;Cell projection;Axon;Endoplasmic reticulum-Golgi intermediate compartment membrane	Single-pass type I membrane protein;Single-pass membrane protein	Cell_surface:TM
Q9HCK4	O43608;Q19AB4;Q19AB5	ROBO2_HUMAN	Extracellular:22-859;Cytoplasmic:881-1378	860-880	Membrane	Single-pass type I membrane protein	Cell_surface:TM
Q13464	B0YJ91;Q2KHM4;Q59GZ4	ROCK1_HUMAN			Cytoplasm;Cytoskeleton;Microtubule organizing center;Centrosome;Centriole;Golgi apparatus membrane;Cell projection;Bleb;Cell membrane;Lamellipodium;Ruffle	Peripheral membrane protein	Cell_surface:Other
Q03395	B2R978	ROM1_HUMAN	Cytoplasmic:1-19;Lumenal:45-64;Cytoplasmic:85-102;Lumenal:126-263;Cytoplasmic:287-351	20-44;65-84;103-125;264-286	Photoreceptor inner segment membrane;Photoreceptor outer segment membrane	Multi-pass membrane protein	Membrane_protein
Q96MS0		ROBO3_HUMAN	Extracellular:21-891;Cytoplasmic:913-1386	892-912	Membrane	Single-pass type I membrane protein	Cell_surface:TM
O75116	Q53QZ0;Q53SJ7;Q9UQN5	ROCK2_HUMAN			Cytoplasm;Cell membrane;Nucleus;Cytoskeleton;Microtubule organizing center;Centrosome	Peripheral membrane protein	Cell_surface:Other
Q01973	Q5VVX6;Q66K77;Q92776	ROR1_HUMAN	Extracellular:30-406;Cytoplasmic:428-937	407-427	Membrane;Cell projection;Axon	Single-pass type I membrane protein	Cell_surface:TM
Q01974	Q59GF5;Q5SPI5;Q9HAY7;Q9HB61	ROR2_HUMAN	Extracellular:34-403;Cytoplasmic:425-943	404-424	Cell membrane	Single-pass type I membrane protein	Cell_surface:TM
P08922	Q15368;Q5TDB5	ROS1_HUMAN	Extracellular:28-1859;Cytoplasmic:1883-2347	1860-1882	Cell membrane	Single-pass type I membrane protein	Cell_surface:TM
A6NIZ1		RP1BL_HUMAN			Cell membrane;Cytoplasm;Cytosol		Cell_surface:Other
Q9Y2J0	B7Z3C3;Q96AE0	RP3A_HUMAN			Cytoplasmic vesicle;Secretory vesicle;Synaptic vesicle membrane;Cell projection;Dendritic spine;Cell junction;Synapse;Postsynaptic cell membrane;Membrane	Peripheral membrane protein	Cell_surface:Other
P60602	A7M872;E1P5R9;E9KL28;Q3MHD5;Q5QP16;Q9CQ98;Q9H1N2	ROMO1_HUMAN		22-44	Mitochondrion inner membrane	Single-pass membrane protein	Membrane_protein
Q04912	A0A087WZG2;B5A944;B5A945;B5A946;B5A947	RON_HUMAN	Extracellular:25-957;Cytoplasmic:979-1400	958-978	Membrane	Single-pass type I membrane protein	Cell_surface:TM
O75575	A8MUZ4;A8MW23;B2R4H4;B4E198;Q3KRA3;Q5HYF1;Q8IXL4	RPC9_HUMAN			Nucleus;Cell membrane	Peripheral membrane protein	Cell_surface:Other
P47736	J3QSS6;O75062;Q5T3S9;Q5T3T4;Q7Z5S8;Q9UQ51	RPGP1_HUMAN			Golgi apparatus membrane	Peripheral membrane protein	Membrane_protein
Q9Y4G8	D3DP27	RPGF2_HUMAN			Cytoplasm;Perinuclear region;Cell membrane;Late endosome;Cell junction		Cell_surface:Other
Q16518	A8K1L0;Q5T9U3	RPE65_HUMAN			Cytoplasm;Cell membrane;Microsome membrane	Lipid-anchor	Cell_surface:Other
O95398	A8K2G5;E7EQC8;O95634;Q8WVN0	RPGF3_HUMAN			Endomembrane system		Membrane_protein
Q8WZA2	B2R7R3;B7Z283;B7Z3T6;B7Z912;O95636;Q8IXK6;Q8TAA4	RPGF4_HUMAN			Cytoplasm;Membrane	Peripheral membrane protein	Membrane_protein
Q8TEU7	A3KN82;A5PLL6;B7ZML2;E9PDV7;Q8NI21;Q8TEU6;Q96PC1	RPGF6_HUMAN			Cytoplasm;Cell membrane		Cell_surface:Other
Q9UNE2	D3DTG7;Q9BSB3	RPH3L_HUMAN			Cytoplasm;Cytoplasmic vesicle;Secretory vesicle membrane		Membrane_protein
P04844	Q5JYR6;Q6IBA5;Q96E21;Q9BUQ3;Q9UBE1	RPN2_HUMAN	Lumenal:23-540;Cytoplasmic:562-571;Lumenal:593-596;Cytoplasmic:618-631	541-561;572-592;597-617	Endoplasmic reticulum;Endoplasmic reticulum membrane	Multi-pass membrane protein	Membrane_protein
P04843	B2R5Z0;D3DNB6;Q68DT1	RPN1_HUMAN	Lumenal:24-438;Cytoplasmic:458-607	439-457	Endoplasmic reticulum;Endoplasmic reticulum membrane;Melanosome	Single-pass type I membrane protein	Membrane_protein
Q8N4K4		RPRML_HUMAN		67-87	Membrane	Single-pass membrane protein	Membrane_protein
Q9NS64	B2R4V1	RPRM_HUMAN		56-76	Cytoplasm;Membrane	Single-pass membrane protein	Membrane_protein
Q9P2E9	A0A0A0MRV0;A2A2S6;A6NCN6;O75300;O75301;Q5W165;Q96SB2;Q9BWP1;Q9H476	RRBP1_HUMAN	Lumenal:1-7;Cytoplasmic:29-1410	8-28	Endoplasmic reticulum membrane	Single-pass type III membrane protein	Membrane_protein
P62070	B2R9Z3;B7Z5Z2;B7Z6C4;B7Z7H6;P17082	RRAS2_HUMAN			Cell membrane;Golgi apparatus membrane	Lipid-anchor	Cell_surface:Other
P10301	Q6FH12	RRAS_HUMAN			Cell membrane	Lipid-anchor	Cell_surface:Other
Q5JTH9	B4DK00;E9PCK7;Q5JTH8;Q69YK4;Q96E87;Q9BUH3;Q9Y4C7	RRP12_HUMAN		903-923	Nucleus;Nucleolus;Nucleus membrane	Single-pass membrane protein	Membrane_protein
P23396	B2R7N5;J3KN86;Q498B5;Q8NI95	RS3_HUMAN			Cytoplasm;Nucleus;Nucleolus;Mitochondrion inner membrane;Cytoskeleton;Spindle	Peripheral membrane protein	Membrane_protein
P62241	P09058;Q6IRL7	RS8_HUMAN			Cytoplasm;Membrane	Lipid-anchor	Membrane_protein
Q8WXG1	Q8WVI4	RSAD2_HUMAN			Endoplasmic reticulum membrane;Golgi apparatus;Endoplasmic reticulum;Lipid droplet;Mitochondrion;Mitochondrion inner membrane;Mitochondrion outer membrane	Peripheral membrane protein	Membrane_protein
Q92681	B2RBP5	RSCA1_HUMAN			Cell membrane;Nucleus;Golgi apparatus;Trans-Golgi network		Cell_surface:Other
Q92737	Q49AU5;Q6PI03	RSLAA_HUMAN			Cell membrane;Nucleus;Nucleolus	Lipid-anchor	Cell_surface:Other
Q96S79	B3KV31	RSLAB_HUMAN			Cell membrane	Lipid-anchor	Cell_surface:Other
P08865	P11085;P12030;Q16471;Q6IPD1;Q6IPD2;Q6NSD1;Q6NXQ8;Q86VC0	RSSA_HUMAN			Cell membrane;Cytoplasm;Nucleus		Cell_surface:Other
Q9BSG5	F1T0I8;Q9BWT5	RTBDN_HUMAN			Secreted;Extracellular space;Extracellular matrix;Interphotoreceptor matrix;Cell membrane	Peripheral membrane protein	Cell_surface:Other
Q8WWV3	Q8N9B3;Q8WZ66;Q9BRA4	RT4I1_HUMAN			Mitochondrion outer membrane		Membrane_protein
O95197	B3KQS2;B7Z308;B7Z4M0;F5H774;Q147U9;Q496K2;Q53GN3;Q59EP0;Q5UEP2;Q6T930;Q7RTM7;Q7RTM8;Q7RTN3	RTN3_HUMAN	Cytoplasmic:2-863;Cytoplasmic:888-947;Cytoplasmic:969-972;Cytoplasmic:994-1032		Endoplasmic reticulum membrane;Golgi apparatus membrane	Multi-pass membrane protein	Membrane_protein
Q16799	Q16800;Q16801;Q5BKZ4;Q9BQ59	RTN1_HUMAN		603-623;705-725	Endoplasmic reticulum membrane;Golgi apparatus membrane	Multi-pass membrane protein	Membrane_protein
A6NKG5	E9PKS8	RTL1_HUMAN		1083-1099;1126-1146	Membrane	Multi-pass membrane protein	Membrane_protein
Q5QGT7	Q6NVH4	RTP2_HUMAN	Cytoplasmic:1-196;Extracellular:220-225	197-219	Cell membrane	Single-pass type III membrane protein	Cell_surface:TM
O75298	O60509;Q7RTM6;Q7RTN1;Q7RTN2	RTN2_HUMAN		368-388;463-483	Endoplasmic reticulum membrane;Sarcoplasmic reticulum membrane;Cell membrane;Sarcolemma;T-tubule;Cytoplasm;Myofibril;Sarcomere;Z line;Cytoskeleton	Multi-pass membrane protein	Cell_surface:Other
Q9BQQ7	A2RRP6	RTP3_HUMAN	Cytoplasmic:1-211	212-232	Membrane	Single-pass type III membrane protein	Membrane_protein
Q9BZR6	D3DX28	RTN4R_HUMAN			Cell membrane;Membrane raft;Cell projection;Dendrite;Axon;Perikaryon	Lipid-anchor;GPI-anchor	Cell_surface:Other
Q96DX8	Q9H4F3	RTP4_HUMAN	Cytoplasmic:1-224	225-245	Membrane	Single-pass type III membrane protein	Membrane_protein
Q14D33	Q8N2A5	RTP5_HUMAN		544-560	Membrane	Single-pass membrane protein	Membrane_protein
P59025		RTP1_HUMAN	Cytoplasmic:1-238;Extracellular:260-263	239-259	Cell membrane	Single-pass type III membrane protein	Cell_surface:TM
Q9NQC3	O94962;Q7L7Q5;Q7L7Q6;Q7L7Q8;Q8IUA4;Q96B16;Q9BXG5;Q9H212;Q9H3I3;Q9UQ42;Q9Y293;Q9Y2Y7;Q9Y5U6	RTN4_HUMAN	Cytoplasmic:1-1018;Lumenal:1040-1133;Cytoplasmic:1155-1192	1019-1039;1134-1154	Endoplasmic reticulum membrane;Cell membrane;Cell junction	Multi-pass membrane protein	Cell_surface:Other
Q96T51	Q59FF3;Q71S93;Q9H6I3	RUFY1_HUMAN			Cytoplasm;Early endosome membrane	Peripheral membrane protein	Membrane_protein
Q7L099	B3KM25;B4DYW7;D9N163;O94948;Q9UI00	RUFY3_HUMAN			Cytoplasm;Endomembrane system;Cell projection;Invadopodium;Perikaryon;Growth cone;Filopodium;Lamellipodium		Membrane_protein
Q96GQ5	Q53GL8;Q8NAJ4;Q9BVY3;Q9H887	RUSF1_HUMAN		247-267	Membrane	Single-pass membrane protein	Membrane_protein
Q9Y265	B2R5S0;P82276;Q1KMR0;Q53HK5;Q53HL7;Q53Y27;Q9BSX9	RUVB1_HUMAN			Nucleus matrix;Nucleus;Nucleoplasm;Cytoplasm;Membrane;Cytoskeleton;Microtubule organizing center;Centrosome;Dynein axonemal particle		Membrane_protein
Q9Y230	B3KQ59;E7ETE5;Q6FIB9;Q6PK27;Q9Y361	RUVB2_HUMAN			Nucleus matrix;Nucleus;Nucleoplasm;Cytoplasm;Membrane;Dynein axonemal particle		Membrane_protein
Q9HBX9	B4DHD1;B4DTV2;Q2M215;Q3KU24;Q3KU25;Q3KU26	RXFP1_HUMAN	Extracellular:1-409;Cytoplasmic:431-443;Extracellular:465-486;Cytoplasmic:508-527;Extracellular:549-577;Cytoplasmic:599-629;Extracellular:651-651;Cytoplasmic:673-757	410-430;444-464;487-507;528-548;578-598;630-650;652-672	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q8WXD0	B1ALE9;Q3KU23	RXFP2_HUMAN	Extracellular:1-416;Cytoplasmic:438-455;Extracellular:477-495;Cytoplasmic:519-537;Extracellular:559-592;Cytoplasmic:614-639;Extracellular:661-670;Cytoplasmic:692-754	417-437;456-476;496-518;538-558;593-613;640-660;671-691	Cell membrane	Multi-pass membrane protein	Cell_surface:TM
Q9Y2B1	A8K017;Q6PKD6	RXLT1_HUMAN	Cytoplasmic:1-9;Extracellular:31-443	10-30	Golgi apparatus membrane	Single-pass type II membrane protein	Cell_surface:TM
P06703	D3DV39;Q5RHS4	S10A6_HUMAN			Nucleus envelope;Cytoplasm;Cell membrane	Peripheral membrane protein	Cell_surface:Other
P21817	Q16314;Q16368;Q9NPK1;Q9P1U4	RYR1_HUMAN	Cytoplasmic:1-4559;Lumenal:4581-4641;Cytoplasmic:4663-4780;Lumenal:4804-4804;Cytoplasmic:4822-4836;Lumenal:4858-4880;Lumenal:4901-4920;Cytoplasmic:4942-5038	4560-4580;4642-4662;4781-4803;4805-4821;4837-4857;4921-4941	Sarcoplasmic reticulum membrane;Sarcoplasmic reticulum	Multi-pass membrane protein	Membrane_protein
P05109	A8K5L3;D3DV37;Q5SY70;Q9UC84;Q9UC92;Q9UCJ0;Q9UCM6	S10A8_HUMAN			Secreted;Cytoplasm;Cytoskeleton;Cell membrane	Peripheral membrane protein	Cell_surface:Other
P55011	Q8N713;Q8WWH7	S12A2_HUMAN	Cytoplasmic:1-286;Extracellular:314-321;Cytoplasmic:344-361;Extracellular:398-406;Cytoplasmic:425-429;Extracellular:455-486;Cytoplasmic:508-514;Extracellular:543-599;Cytoplasmic:633-653;Extracellular:669-670;Cytoplasmic:698-711;Extracellular:731-731;Cytoplasmic:752-1212	287-313;322-343;362-397;407-424;430-454;487-507;515-542;600-632;654-668;671-697;712-730;732-751	Basolateral cell membrane	Multi-pass membrane protein	Cell_surface:TM
